,i,j,t
56397,47,287,3528
56398,55,214,3528
56399,55,214,3529
56400,163,293,3529
56401,3,35,3529
56402,259,305,3529
56403,114,320,3529
56404,77,263,3529
56405,290,320,3529
56406,293,318,3529
56407,35,125,3529
56408,291,293,3530
56409,3,35,3530
56410,35,237,3530
56411,121,203,3530
56412,26,288,3530
56413,39,260,3530
56414,225,259,3530
56415,293,321,3530
56416,3,237,3530
56417,136,280,3530
56418,163,293,3530
56419,114,320,3530
56420,259,305,3530
56421,195,197,3531
56422,35,237,3531
56423,72,240,3531
56424,114,320,3531
56425,39,72,3531
56426,3,35,3531
56427,3,125,3531
56428,293,318,3531
56429,39,109,3531
56430,35,125,3531
56431,210,225,3531
56432,210,259,3531
56433,212,290,3531
56434,47,287,3531
56435,259,305,3531
56436,39,240,3532
56437,3,35,3532
56438,13,55,3532
56439,39,260,3532
56440,291,293,3532
56441,293,318,3532
56442,210,225,3532
56443,291,321,3532
56444,121,203,3532
56445,303,318,3532
56446,35,125,3532
56447,3,237,3532
56448,142,278,3533
56449,303,318,3533
56450,60,263,3533
56451,121,203,3533
56452,259,305,3533
56453,3,125,3533
56454,291,321,3533
56455,47,287,3533
56456,291,293,3533
56457,26,288,3533
56458,125,161,3533
56459,293,318,3533
56460,210,225,3533
56461,35,125,3533
56462,3,35,3533
56463,3,35,3534
56464,210,225,3534
56465,47,287,3534
56466,142,278,3534
56467,195,197,3534
56468,3,125,3534
56469,303,318,3534
56470,35,125,3534
56471,49,87,3534
56472,125,161,3535
56473,225,259,3535
56474,114,320,3535
56475,3,161,3535
56476,263,267,3535
56477,142,278,3535
56478,293,321,3535
56479,39,109,3535
56480,293,321,3536
56481,210,259,3536
56482,35,161,3536
56483,49,87,3536
56484,195,197,3536
56485,60,267,3536
56486,60,263,3536
56487,17,72,3536
56488,52,176,3536
56489,55,213,3536
56490,303,318,3536
56491,293,318,3536
56492,121,203,3536
56493,35,125,3536
56494,114,320,3536
56495,225,305,3536
56496,47,287,3537
56497,35,161,3537
56498,136,145,3537
56499,17,72,3537
56500,291,321,3537
56501,60,263,3537
56502,195,197,3537
56503,303,318,3537
56504,35,125,3537
56505,60,267,3537
56506,121,203,3537
56507,72,143,3538
56508,259,305,3538
56509,53,72,3538
56510,17,72,3538
56511,35,161,3538
56512,26,288,3538
56513,60,263,3538
56514,142,278,3538
56515,121,203,3538
56516,195,197,3538
56517,46,158,3538
56518,291,321,3538
56519,47,287,3538
56520,47,287,3539
56521,3,161,3539
56522,210,259,3539
56523,291,321,3539
56524,60,263,3539
56525,114,320,3539
56526,259,305,3539
56527,293,318,3539
56528,303,318,3539
56529,142,278,3539
56530,303,318,3540
56531,210,305,3540
56532,114,320,3540
56533,11,271,3540
56534,96,285,3540
56535,47,287,3540
56536,72,264,3540
56537,35,125,3540
56538,3,161,3540
56539,3,35,3540
56540,293,318,3540
56541,125,161,3540
56542,291,321,3541
56543,210,305,3541
56544,35,161,3541
56545,96,285,3541
56546,225,305,3541
56547,3,161,3541
56548,17,264,3541
56549,26,288,3541
56550,136,145,3541
56551,60,263,3542
56552,17,264,3542
56553,293,318,3542
56554,96,285,3542
56555,210,225,3542
56556,53,143,3542
56557,136,145,3542
56558,114,320,3542
56559,3,125,3542
56560,26,288,3542
56561,3,161,3542
56562,259,305,3543
56563,114,320,3543
56564,3,35,3543
56565,3,161,3543
56566,26,288,3543
56567,47,287,3543
56568,259,305,3544
56569,210,259,3544
56570,109,240,3544
56571,53,143,3544
56572,136,145,3544
56573,121,203,3544
56574,26,288,3544
56575,293,318,3544
56576,259,305,3545
56577,136,145,3545
56578,121,203,3545
56579,293,318,3545
56580,26,288,3545
56581,210,259,3545
56582,321,325,3545
56583,114,320,3545
56584,47,287,3546
56585,60,263,3546
56586,26,288,3546
56587,3,35,3546
56588,210,259,3546
56589,321,325,3546
56590,225,305,3546
56591,210,305,3547
56592,255,278,3547
56593,114,212,3547
56594,225,305,3547
56595,96,285,3547
56596,121,203,3547
56597,35,237,3547
56598,293,318,3547
56599,136,145,3547
56600,125,237,3547
56601,303,318,3547
56602,114,290,3547
56603,210,225,3548
56604,114,212,3548
56605,35,161,3548
56606,11,271,3548
56607,293,318,3548
56608,121,203,3548
56609,96,285,3548
56610,293,318,3549
56611,259,305,3549
56612,210,305,3549
56613,195,197,3549
56614,121,203,3549
56615,26,288,3549
56616,255,278,3550
56617,210,259,3550
56618,195,197,3550
56619,121,203,3550
56620,13,55,3550
56621,3,161,3550
56622,136,145,3550
56623,26,288,3550
56624,87,271,3550
56625,259,305,3550
56626,114,290,3551
56627,230,256,3551
56628,26,288,3551
56629,121,203,3551
56630,92,123,3551
56631,195,197,3551
56632,210,259,3551
56633,259,305,3551
56634,60,263,3551
56635,136,145,3551
56636,293,318,3551
56637,35,237,3552
56638,114,290,3552
56639,214,257,3552
56640,26,288,3552
56641,259,305,3552
56642,3,35,3552
56643,60,263,3552
56644,13,55,3552
56645,303,318,3552
56646,35,161,3552
56647,3,237,3552
56648,11,271,3552
56649,255,278,3553
56650,136,145,3553
56651,125,237,3553
56652,121,203,3553
56653,114,290,3553
56654,96,285,3553
56655,210,305,3553
56656,55,214,3553
56657,46,260,3553
56658,259,305,3553
56659,11,271,3553
56660,293,321,3554
56661,55,214,3554
56662,225,305,3554
56663,302,317,3554
56664,136,145,3554
56665,291,293,3554
56666,47,287,3554
56667,109,240,3554
56668,3,237,3554
56669,114,320,3554
56670,225,259,3554
56671,121,203,3554
56672,293,318,3554
56673,60,263,3555
56674,125,237,3555
56675,195,197,3555
56676,46,240,3555
56677,60,260,3555
56678,26,288,3555
56679,3,35,3555
56680,303,318,3556
56681,13,214,3556
56682,125,237,3556
56683,3,35,3556
56684,3,161,3556
56685,60,263,3556
56686,47,287,3556
56687,60,260,3556
56688,3,161,3557
56689,195,197,3557
56690,35,161,3557
56691,114,320,3557
56692,60,260,3557
56693,26,288,3557
56694,55,214,3557
56695,47,287,3558
56696,13,214,3558
56697,60,260,3558
56698,3,35,3558
56699,195,197,3558
56700,114,320,3558
56701,195,197,3559
56702,210,259,3559
56703,259,305,3559
56704,55,214,3559
56705,114,290,3559
56706,3,161,3559
56707,39,240,3559
56708,47,287,3559
56709,260,263,3559
56710,55,214,3560
56711,212,320,3560
56712,259,305,3560
56713,255,278,3560
56714,35,161,3560
56715,13,214,3560
56716,114,324,3560
56717,210,259,3560
56718,114,320,3560
56719,114,320,3561
56720,318,320,3561
56721,26,288,3561
56722,212,320,3561
56723,3,161,3561
56724,212,290,3561
56725,35,237,3561
56726,114,212,3561
56727,77,260,3561
56728,136,145,3562
56729,55,214,3562
56730,26,288,3562
56731,212,290,3562
56732,212,320,3562
56733,125,237,3562
56734,210,259,3562
56735,35,237,3562
56736,60,260,3562
56737,260,263,3562
56738,259,305,3562
56739,3,237,3562
56740,114,212,3562
56741,121,203,3563
56742,52,176,3563
56743,26,288,3563
56744,210,259,3563
56745,293,321,3563
56746,255,278,3563
56747,60,260,3563
56748,3,161,3563
56749,195,197,3563
56750,55,214,3563
56751,35,237,3563
56752,136,145,3563
56753,109,240,3564
56754,3,35,3564
56755,195,197,3564
56756,114,290,3564
56757,293,321,3564
56758,293,318,3564
56759,3,161,3564
56760,114,320,3564
56761,26,288,3564
56762,3,125,3564
56763,195,197,3565
56764,255,278,3565
56765,210,225,3565
56766,3,35,3565
56767,290,320,3565
56768,114,290,3565
56769,225,305,3565
56770,125,237,3565
56771,26,288,3565
56772,10,121,3565
56773,60,263,3566
56774,260,263,3566
56775,163,293,3566
56776,55,257,3566
56777,3,35,3566
56778,259,305,3566
56779,210,259,3566
56780,60,267,3566
56781,114,320,3566
56782,10,53,3566
56783,114,290,3566
56784,210,305,3566
56785,114,320,3567
56786,60,260,3567
56787,318,320,3567
56788,55,214,3567
56789,26,288,3567
56790,163,293,3567
56791,125,237,3567
56792,3,35,3567
56793,35,237,3567
56794,210,305,3567
56795,55,257,3567
56796,290,320,3568
56797,195,197,3568
56798,127,264,3568
56799,3,161,3568
56800,210,259,3568
56801,124,149,3568
56802,165,254,3568
56803,179,260,3568
56804,225,259,3568
56805,124,276,3568
56806,210,225,3568
56807,114,320,3568
56808,3,35,3568
56809,60,260,3569
56810,77,260,3569
56811,225,305,3569
56812,127,264,3569
56813,77,263,3569
56814,290,320,3569
56815,125,237,3569
56816,114,290,3569
56817,87,271,3569
56818,125,237,3570
56819,163,293,3570
56820,259,305,3570
56821,195,197,3570
56822,293,321,3570
56823,121,203,3570
56824,293,318,3570
56825,260,263,3570
56826,225,305,3570
56827,77,263,3570
56828,26,288,3570
56829,318,320,3570
56830,3,35,3570
56831,60,260,3570
56832,60,263,3570
56833,127,264,3570
56834,55,57,3571
56835,259,305,3571
56836,3,237,3571
56837,225,259,3571
56838,127,264,3571
56839,3,35,3571
56840,26,288,3571
56841,210,225,3571
56842,55,214,3571
56843,60,260,3571
56844,15,220,3571
56845,184,264,3571
56846,165,254,3571
56847,114,320,3572
56848,290,320,3572
56849,124,149,3572
56850,127,184,3572
56851,77,267,3572
56852,26,288,3572
56853,55,214,3572
56854,165,254,3572
56855,293,318,3572
56856,10,124,3572
56857,35,237,3572
56858,195,197,3572
56859,184,286,3572
56860,259,305,3572
56861,15,220,3572
56862,48,247,3572
56863,3,35,3573
56864,293,318,3573
56865,136,145,3573
56866,114,320,3573
56867,3,161,3573
56868,35,237,3573
56869,15,220,3573
56870,26,288,3573
56871,195,197,3574
56872,3,161,3574
56873,293,318,3574
56874,290,320,3574
56875,210,259,3574
56876,212,320,3574
56877,293,321,3574
56878,127,184,3574
56879,184,264,3574
56880,114,320,3574
56881,136,145,3574
56882,212,290,3574
56883,26,288,3574
56884,165,254,3574
56885,307,317,3575
56886,26,288,3575
56887,293,321,3575
56888,77,179,3575
56889,56,212,3575
56890,134,149,3575
56891,210,259,3575
56892,165,254,3575
56893,114,212,3575
56894,212,290,3575
56895,124,134,3575
56896,136,145,3575
56897,321,325,3575
56898,127,264,3575
56899,195,197,3576
56900,26,288,3576
56901,114,290,3576
56902,15,220,3576
56903,56,114,3576
56904,49,87,3576
56905,123,281,3576
56906,49,271,3576
56907,55,214,3576
56908,293,318,3576
56909,3,161,3576
56910,114,212,3576
56911,77,276,3576
56912,142,278,3576
56913,3,35,3576
56914,127,264,3576
56915,60,263,3576
56916,127,264,3577
56917,3,237,3577
56918,75,234,3577
56919,26,288,3577
56920,49,87,3577
56921,210,259,3577
56922,225,259,3577
56923,293,318,3577
56924,321,325,3577
56925,35,161,3577
56926,114,320,3577
56927,134,149,3578
56928,225,305,3578
56929,307,317,3578
56930,10,53,3578
56931,303,318,3578
56932,114,320,3578
56933,195,197,3578
56934,49,271,3578
56935,3,161,3578
56936,15,140,3578
56937,26,288,3578
56938,15,220,3578
56939,210,225,3579
56940,114,324,3579
56941,293,318,3579
56942,13,257,3579
56943,77,276,3579
56944,15,220,3579
56945,321,325,3579
56946,293,321,3579
56947,210,259,3579
56948,49,87,3579
56949,35,161,3580
56950,103,264,3580
56951,39,240,3580
56952,136,145,3580
56953,3,35,3580
56954,321,325,3580
56955,7,152,3580
56956,293,318,3580
56957,225,305,3581
56958,195,197,3581
56959,103,264,3581
56960,7,152,3581
56961,210,259,3581
56962,293,318,3581
56963,321,325,3581
56964,127,264,3581
56965,210,259,3582
56966,7,152,3582
56967,195,197,3582
56968,293,318,3582
56969,291,321,3582
56970,225,305,3582
56971,136,145,3582
56972,114,320,3582
56973,3,35,3582
56974,225,259,3582
56975,83,177,3583
56976,291,321,3583
56977,204,266,3583
56978,53,149,3583
56979,10,149,3583
56980,7,152,3583
56981,230,256,3583
56982,303,318,3583
56983,214,257,3583
56984,114,320,3583
56985,290,320,3584
56986,152,186,3584
56987,204,266,3584
56988,17,107,3584
56989,127,264,3584
56990,230,256,3584
56991,225,259,3584
56992,83,177,3584
56993,188,195,3584
56994,179,276,3584
56995,259,305,3584
56996,136,145,3585
56997,39,240,3585
56998,127,264,3585
56999,293,318,3585
57000,114,320,3585
57001,225,305,3585
57002,293,321,3585
57003,55,214,3585
57004,290,320,3585
57005,152,186,3585
57006,210,225,3585
57007,17,107,3585
57008,55,257,3585
57009,214,257,3585
57010,234,257,3585
57011,83,177,3585
57012,46,101,3586
57013,55,214,3586
57014,225,305,3586
57015,165,254,3586
57016,114,290,3586
57017,291,321,3586
57018,57,214,3586
57019,47,287,3586
57020,3,161,3586
57021,35,161,3586
57022,195,197,3586
57023,7,152,3586
57024,303,318,3586
57025,17,107,3587
57026,225,305,3587
57027,3,161,3587
57028,152,186,3587
57029,195,197,3587
57030,57,214,3587
57031,114,320,3587
57032,214,257,3587
57033,15,140,3587
57034,83,177,3587
57035,3,35,3587
57036,293,318,3587
57037,55,214,3587
57038,46,101,3587
57039,259,305,3587
57040,202,224,3587
57041,22,140,3587
57042,3,161,3588
57043,114,320,3588
57044,26,288,3588
57045,77,276,3588
57046,214,257,3588
57047,259,305,3588
57048,77,260,3588
57049,303,318,3588
57050,46,101,3588
57051,202,224,3588
57052,210,259,3588
57053,7,152,3588
57054,22,140,3588
57055,143,149,3588
57056,55,57,3588
57057,152,186,3589
57058,46,101,3589
57059,204,246,3589
57060,3,237,3589
57061,127,264,3589
57062,114,290,3589
57063,214,257,3589
57064,114,320,3589
57065,55,257,3589
57066,7,152,3589
57067,3,161,3589
57068,77,276,3589
57069,318,320,3589
57070,103,127,3589
57071,210,259,3589
57072,210,259,3590
57073,115,133,3590
57074,188,197,3590
57075,114,320,3590
57076,307,317,3590
57077,26,288,3590
57078,15,140,3590
57079,234,257,3590
57080,55,57,3590
57081,136,145,3590
57082,3,161,3590
57083,55,257,3590
57084,39,109,3590
57085,204,246,3590
57086,114,290,3590
57087,214,257,3590
57088,127,264,3590
57089,17,107,3590
57090,188,195,3590
57091,259,305,3590
57092,39,240,3590
57093,225,259,3591
57094,26,288,3591
57095,195,197,3591
57096,15,140,3591
57097,318,320,3591
57098,60,263,3591
57099,77,263,3591
57100,260,263,3591
57101,293,318,3591
57102,225,305,3591
57103,214,257,3591
57104,136,324,3591
57105,7,152,3591
57106,60,77,3591
57107,136,145,3591
57108,177,202,3591
57109,75,234,3591
57110,114,320,3591
57111,46,101,3591
57112,203,265,3592
57113,293,318,3592
57114,96,272,3592
57115,127,264,3592
57116,39,109,3592
57117,114,320,3592
57118,7,152,3592
57119,26,288,3592
57120,225,259,3592
57121,177,202,3592
57122,15,140,3592
57123,35,161,3592
57124,17,107,3592
57125,143,149,3592
57126,210,259,3592
57127,195,197,3592
57128,60,263,3592
57129,77,260,3592
57130,259,305,3592
57131,47,287,3593
57132,3,35,3593
57133,75,234,3593
57134,210,259,3593
57135,214,257,3593
57136,55,257,3593
57137,60,263,3593
57138,136,145,3593
57139,127,264,3593
57140,35,161,3593
57141,142,278,3593
57142,39,240,3593
57143,225,305,3593
57144,96,272,3593
57145,177,202,3593
57146,293,321,3594
57147,260,263,3594
57148,212,320,3594
57149,210,259,3594
57150,136,145,3594
57151,3,161,3594
57152,152,186,3594
57153,318,320,3594
57154,39,109,3594
57155,26,288,3594
57156,114,290,3594
57157,195,197,3595
57158,7,152,3595
57159,17,107,3595
57160,212,320,3595
57161,3,35,3595
57162,259,305,3595
57163,3,161,3595
57164,115,133,3595
57165,114,212,3595
57166,230,274,3595
57167,114,320,3595
57168,96,272,3595
57169,55,257,3595
57170,260,263,3595
57171,307,317,3595
57172,214,257,3595
57173,40,47,3596
57174,212,320,3596
57175,25,158,3596
57176,39,109,3596
57177,7,152,3596
57178,3,125,3596
57179,210,259,3596
57180,55,57,3596
57181,152,186,3596
57182,83,177,3596
57183,225,305,3596
57184,3,161,3596
57185,26,288,3596
57186,255,278,3596
57187,214,257,3596
57188,114,290,3597
57189,114,212,3597
57190,96,272,3597
57191,3,125,3597
57192,13,84,3597
57193,136,145,3597
57194,35,161,3597
57195,214,257,3597
57196,103,107,3597
57197,163,293,3597
57198,3,161,3597
57199,225,305,3597
57200,291,321,3597
57201,293,318,3597
57202,121,203,3597
57203,114,320,3598
57204,163,293,3598
57205,77,276,3598
57206,3,161,3598
57207,57,214,3598
57208,114,212,3598
57209,179,276,3598
57210,121,203,3598
57211,3,35,3598
57212,60,240,3598
57213,26,288,3598
57214,225,305,3598
57215,293,318,3598
57216,103,107,3599
57217,293,318,3599
57218,3,161,3599
57219,214,257,3599
57220,55,214,3599
57221,212,290,3599
57222,77,179,3599
57223,3,237,3599
57224,260,276,3599
57225,7,152,3599
57226,202,224,3599
57227,14,105,3599
57228,114,212,3599
57229,96,272,3599
57230,77,260,3599
57231,307,317,3599
57232,255,278,3599
57233,22,140,3599
57234,96,272,3600
57235,114,320,3600
57236,136,145,3600
57237,22,140,3600
57238,60,263,3600
57239,127,264,3600
57240,293,318,3600
57241,35,125,3600
57242,57,214,3600
57243,14,105,3600
57244,3,237,3600
57245,83,177,3600
57246,77,276,3600
57247,255,278,3600
57248,140,220,3600
57249,87,271,3600
57250,60,267,3601
57251,290,320,3601
57252,46,158,3601
57253,225,305,3601
57254,39,109,3601
57255,260,267,3601
57256,260,263,3601
57257,87,271,3601
57258,55,214,3601
57259,293,318,3601
57260,83,177,3601
57261,14,105,3601
57262,114,320,3601
57263,214,257,3601
57264,114,290,3601
57265,203,265,3601
57266,55,57,3601
57267,114,290,3602
57268,203,265,3602
57269,26,288,3602
57270,3,35,3602
57271,60,260,3602
57272,260,267,3602
57273,307,317,3602
57274,60,77,3602
57275,55,57,3602
57276,17,103,3602
57277,60,267,3603
57278,308,323,3603
57279,57,214,3603
57280,214,257,3603
57281,26,288,3603
57282,3,35,3603
57283,77,263,3603
57284,127,264,3603
57285,114,290,3603
57286,163,293,3603
57287,3,161,3603
57288,307,317,3603
57289,35,237,3603
57290,46,158,3603
57291,14,105,3603
57292,174,274,3603
57293,114,320,3604
57294,84,257,3604
57295,56,261,3604
57296,77,263,3604
57297,35,161,3604
57298,260,267,3604
57299,127,264,3604
57300,174,274,3604
57301,35,237,3604
57302,168,283,3604
57303,60,263,3604
57304,60,267,3604
57305,114,290,3604
57306,77,276,3604
57307,46,158,3604
57308,3,35,3604
57309,303,318,3604
57310,3,35,3605
57311,14,105,3605
57312,83,177,3605
57313,77,260,3605
57314,146,202,3605
57315,114,290,3605
57316,307,317,3605
57317,77,263,3605
57318,114,320,3605
57319,303,318,3605
57320,214,257,3605
57321,77,276,3605
57322,168,283,3605
57323,174,274,3605
57324,174,274,3606
57325,293,318,3606
57326,3,35,3606
57327,56,261,3606
57328,203,265,3606
57329,22,275,3606
57330,177,202,3606
57331,77,276,3606
57332,3,35,3607
57333,22,275,3607
57334,114,324,3607
57335,230,256,3607
57336,14,105,3607
57337,308,319,3607
57338,77,276,3607
57339,39,109,3607
57340,13,213,3607
57341,109,260,3607
57342,308,315,3607
57343,177,202,3607
57344,56,261,3607
57345,179,276,3607
57346,260,276,3608
57347,146,202,3608
57348,214,257,3608
57349,210,225,3608
57350,212,320,3608
57351,318,321,3608
57352,7,152,3608
57353,240,276,3608
57354,307,317,3608
57355,114,324,3608
57356,35,161,3608
57357,174,274,3608
57358,293,318,3608
57359,225,305,3609
57360,55,57,3609
57361,46,158,3609
57362,203,265,3609
57363,240,276,3609
57364,55,257,3609
57365,14,105,3609
57366,47,287,3609
57367,3,35,3609
57368,39,109,3609
57369,26,288,3609
57370,121,203,3609
57371,77,179,3609
57372,168,283,3609
57373,225,305,3610
57374,240,276,3610
57375,259,305,3610
57376,121,203,3610
57377,146,202,3610
57378,293,318,3611
57379,114,324,3611
57380,142,278,3611
57381,308,315,3611
57382,225,305,3611
57383,3,35,3611
57384,240,276,3611
57385,212,320,3611
57386,230,256,3611
57387,214,257,3611
57388,14,105,3611
57389,22,275,3611
57390,13,84,3611
57391,83,177,3611
57392,55,57,3611
57393,303,318,3611
57394,121,203,3611
57395,3,161,3611
57396,35,161,3611
57397,293,318,3612
57398,3,35,3612
57399,136,145,3612
57400,26,288,3612
57401,83,177,3612
57402,121,203,3612
57403,142,278,3612
57404,214,257,3612
57405,114,290,3612
57406,55,57,3612
57407,212,320,3612
57408,240,276,3612
57409,7,152,3612
57410,177,202,3612
57411,3,161,3612
57412,55,214,3612
57413,290,320,3612
57414,293,318,3613
57415,210,225,3613
57416,212,320,3613
57417,146,202,3613
57418,230,256,3613
57419,114,212,3613
57420,26,288,3613
57421,204,246,3613
57422,210,305,3613
57423,57,214,3613
57424,47,287,3613
57425,290,320,3613
57426,55,57,3613
57427,214,257,3613
57428,260,263,3614
57429,3,35,3614
57430,291,321,3614
57431,96,272,3614
57432,259,305,3614
57433,146,202,3614
57434,3,237,3614
57435,290,320,3614
57436,114,290,3614
57437,210,305,3614
57438,121,203,3614
57439,46,158,3614
57440,10,170,3615
57441,13,214,3615
57442,225,259,3615
57443,290,320,3615
57444,60,267,3615
57445,47,287,3615
